Nomber,Name,Weight,Volume,Brand,Min,Price
16618-8J000,Кольцо уплотнительное инжектора,0.0,0.0,nissan,9.0,378.0
16618-EA000,Кольцо уплотнительное инжектора,0.0,0.0,nissan,12.0,243.0
16625-43G00,Шайба форсунки медная TD25/TD27/TD42/QD32,0.0,0.0,nissan,10.0,108.0
16625-43G02,Шайба шахты форсунки латунная TD25/TD27/TD42/QD32,0.0,0.0,nissan,1.0,189.0
16626-43G00,Шайба форсунки под распылитель медная TD25/TD27/TD42/QD32,0.0,0.0,nissan,21.0,108.0
16635-2W200,Шайба двойная ZD30,0.0,0.0,nissan,22.0,135.0
16636-V5000,Кольцо уплотнительное инжектора,0.0,0.0,nissan,9.0,261.0
16670-06J0A,Трубка топливная (обратка),0.0,0.0,nissan,6.0,3555.0
16670-0W80A,Трубка топливная,0.0,0.0,nissan,3.0,2385.0
16670-43G0A,Трубка топливная (обратка),0.0,0.0,nissan,13.0,3465.0
17040-3ZB0A,Топливный насос в сборе NISSAN X-TRAIL T31 07-14,0.0,0.0,nissan,8.0,17460.0
17040-4BB1A,Фильтр топливный,0.0,0.0,nissan,4.0,22275.0
17040-CB00A,Бензонасос электрический,0.0,0.0,nissan,3.0,24975.0
17042-V7300,Бензонасос электрический D21,0.0,0.0,nissan,1.0,1935.0
17044-4M405,Втулка уплотнительная топливного насоса для посадки в топливный фильтр,0.0,0.0,nissan,5.0,351.0
17049-4M400,Кольцо уплотнительное фильтра топливного,0.0,0.0,nissan,1.0,450.0
17331-5PA0C,Фильтр топливный,0.0,0.0,nissan,2.0,1845.0
17342-01A00,Кольцо уплотнительное колбы насоса топливного,0.0,0.0,nissan,5.0,1485.0
17342-79900,Прокладка топливного насоса,0.0,0.0,nissan,16.0,1440.0
18005-56J10,Педаль акселератора,0.0,0.0,nissan,1.0,639.0
20611-CA000,Кронштейн крепления приемной трубы глушителя,0.0,0.0,nissan,2.0,2025.0
20638-61500,Втулка амортизатора,0.0,0.0,nissan,40.0,180.0
20691-01E80,Прокладка глушителя,0.0,0.0,nissan,2.0,882.0
20691-01P80,Прокладка глушителя,0.0,0.0,nissan,1.0,1035.0
20691-0P600,Прокладка (кольцо) глушителя,0.0,0.0,nissan,7.0,675.0
20691-19B00,Прокладка (кольцо) глушителя,0.0,0.0,nissan,14.0,207.0
20691-19U00,Прокладка (кольцо) глушителя,0.0,0.0,nissan,2.0,720.0
20691-30P00,Прокладка (кольцо) глушителя,0.0,0.0,nissan,1.0,198.0
20691-38U00,Прокладка (кольцо) глушителя,0.0,0.0,nissan,1.0,288.0
20691-57E01,Прокладка (кольцо) глушителя,0.0,0.0,nissan,20.0,261.0
20691-58E01,Прокладка (кольцо) глушителя,0.0,0.0,nissan,1.0,324.0
20691-77A00,Прокладка (кольцо) глушителя,0.0,0.0,nissan,13.0,297.0
20692-1E810,Прокладка глушителя метал,0.0,0.0,nissan,8.0,558.0
20692-24U0A,Прокладка глушителя,0.0,0.0,nissan,2.0,792.0
20692-65J00,Прокладка глушителя,0.0,0.0,nissan,35.0,783.0
20692-8H30A,Прокладка глушителя,0.0,0.0,nissan,2.0,945.0
20695-1HA2C,Прокладка (кольцо) глушителя конусная,0.0,0.0,nissan,1.0,1620.0
20695-4M410,Прокладка (кольцо) глушителя конусная,0.0,0.0,nissan,5.0,1350.0
20695-CN000,Прокладка (кольцо) глушителя конусная,0.0,0.0,nissan,12.0,1890.0
21010-3TS0A,Помпа водяная,0.0,0.0,nissan,1.0,8865.0
21010-7S000,Помпа водяная,0.0,0.0,nissan,2.0,12375.0
21010-VB025,Помпа водяная,0.0,0.0,nissan,1.0,7515.0
21010-VB0X5,Помпа водяная,0.0,0.0,nissan,2.0,6930.0
21014-34N01,Прокладка помпы,0.0,0.0,nissan,40.0,405.0
21014-4M501,Прокладка помпы,0.0,0.0,nissan,13.0,504.0
21049-4M500,Кольцо уплотнительное,0.0,0.0,nissan,11.0,369.0
21049-AE000,Кольцо уплотнительное системы охлаждения,0.0,0.0,nissan,3.0,162.0
21049-ED00A,Прокладка термостата,0.0,0.0,nissan,1.0,162.0
21060-05D01,Вентилятор Y61,0.0,0.0,nissan,3.0,4590.0
21200-05D12,Термостат,0.0,0.0,nissan,1.0,1800.0
21200-2W20A,Термостат,0.0,0.0,nissan,2.0,1845.0
21200-42L0A,Термостат,0.0,0.0,nissan,3.0,1530.0
21200-4M53A,Термостат с прокладкой,0.0,0.0,nissan,10.0,1395.0
21200-4W01B,Термостат в сборе с корпусом,0.0,0.0,nissan,3.0,2115.0
21200-58G04,Термостат,0.0,0.0,nissan,2.0,1485.0
21200-9HP0A,Термостат,0.0,0.0,nissan,1.0,3195.0
21200-9Y400,Термостат,0.0,0.0,nissan,2.0,1980.0
21200-JK20A,Термостат в сборе,0.0,0.0,nissan,5.0,2880.0
21200-V720A,Термостат,0.0,0.0,nissan,1.0,1620.0
21200-VC20A,Термостат с прокладкой,0.0,0.0,nissan,2.0,1665.0
21200-VJ20A,Термостат,0.0,0.0,nissan,3.0,1485.0
21230-3RC0A,Термостат с прокладкой,0.0,0.0,nissan,1.0,1260.0
21230-6N20A,Термостат с прокладкой,0.0,0.0,nissan,2.0,1215.0
21304-JA00A,Прокладка теплообменика,0.0,0.0,nissan,5.0,450.0
21430-8999C,Крышка радиатора/ большой клапан/ 1.4 kg/cm (137kPa),0.0,0.0,nissan,3.0,1125.0
21430-AX30A,Крышка расширительного бачка охлаждающей жидкости,0.0,0.0,nissan,6.0,1035.0
21506-4M400,Подушка радиатора верхняя T30,0.0,0.0,nissan,14.0,369.0
21506-51E00,Подушка радиатора верхняя U30 KA24 (2),0.0,0.0,nissan,18.0,207.0
22060-2Y000,Датчик детонации,0.0,0.0,nissan,3.0,2925.0
22060-JK20C,Датчик детонации,0.0,0.0,nissan,1.0,2025.0
22131-4M505,Кольцо уплотнительное датчика положения коленвала/распредвала,0.0,0.0,nissan,16.0,360.0
22131-78A00,Кольцо уплотнительное распределителя зажигания (трамблёра),0.0,0.0,nissan,8.0,315.0
22157-02U10,Бегунок распределителя зажигания (трамблёра),0.0,0.0,nissan,1.0,1575.0
22157-0M513,Бегунок распределителя зажигания (трамблёра),0.0,0.0,nissan,8.0,1215.0
22157-VB011,Бегунок распределителя зажигания (трамблёра),0.0,0.0,nissan,2.0,2520.0
22162-46N12,Крышка распределителя зажигания (трамблёра),0.0,0.0,nissan,2.0,4770.0
22162-VB010,Крышка распределителя зажигания (трамблёра),0.0,0.0,nissan,1.0,2790.0
22401-1LA1C,Свеча зажигания NGK,0.0,0.0,nissan,2.0,2610.0
22401-1P116,Свеча зажигания NGK,0.0,0.0,nissan,4.0,1620.0
22401-2J200,Свеча зажигания NGK,0.0,0.0,nissan,42.0,324.0
22401-2J206,Свеча зажигания NGK,0.0,0.0,nissan,7.0,342.0
22401-50Y05,Свеча зажигания NGK,0.0,0.0,nissan,38.0,342.0
22401-50Y06,Свеча зажигания NGK,0.0,0.0,nissan,64.0,252.0
22401-5M015,Свеча зажигания NGK,0.0,0.0,nissan,5.0,1170.0
22401-85E15,Свеча зажигания NGK,0.0,0.0,nissan,23.0,297.0
22401-85E16,Свеча зажигания NGK,0.0,0.0,nissan,8.0,333.0
22401-8H515,Свеча зажигания NGK,0.0,0.0,nissan,12.0,405.0
22401-AL815,Свеча зажигания NGK,0.0,0.0,nissan,2.0,612.0
22401-ED71B,Свеча зажигания DENSO,0.0,0.0,nissan,7.0,2880.0
22401-EW61C,Свеча зажигания DENSO,0.0,0.0,nissan,14.0,2655.0
22401-JK01D,Свеча зажигания DENSO,0.0,0.0,nissan,5.0,2610.0
22401-V1415,Свеча зажигания NGK,0.0,0.0,nissan,1.0,252.0
22401-V5016,Свеча зажигания NGK,0.0,0.0,nissan,16.0,252.0
22401-VB000,Свеча зажигания NGK,0.0,0.0,nissan,17.0,351.0
22401-W8916,Свеча зажигания NGK,0.0,0.0,nissan,2.0,198.0
22440-5V100,Провода высоковольтные,0.0,0.0,nissan,2.0,4680.0
22440-VB01A,Провода высоковольтные,0.0,0.0,nissan,6.0,5760.0
22448-1KC0A,Катушка зажигания,0.0,0.0,nissan,2.0,6165.0
22448-1LA0A,Катушка зажигания,0.0,0.0,nissan,3.0,5715.0
22448-8H315,Катушка зажигания,0.0,0.0,nissan,3.0,4275.0
22448-ZE00C,Катушка зажигания,0.0,0.0,nissan,8.0,3870.0
22465-6N015,Наконечник катушки зажигания,0.0,0.0,nissan,19.0,801.0
22630-7Y000,Датчик температуры ОЖ для EFI,0.0,0.0,nissan,3.0,2115.0
22675-JA10B,Демпфер давления топлива,0.0,0.0,nissan,2.0,1800.0
22680-2J200,Датчик массового расхода воздуха (ДМРВ),0.0,0.0,nissan,1.0,13815.0
22680-6N21A,Датчик расхода воздуха 5  контактный,0.0,0.0,nissan,3.0,12510.0
22680-7S00A,Датчик массового расхода воздуха (ДМРВ),0.0,0.0,nissan,1.0,10575.0
22680-AD21A,Датчик массового расхода воздуха (ДМРВ),0.0,0.0,nissan,3.0,10845.0
22690-2A010,Датчик кислородный,0.0,0.0,nissan,5.0,14760.0
22690-9F601,Датчик кислородный,0.0,0.0,nissan,1.0,5265.0
22690-ED000,Датчик кислородный,0.0,0.0,nissan,4.0,6975.0
22690-EN200,Датчик кислородный,0.0,0.0,nissan,7.0,8505.0
22693-CD700,Датчик кислородный,0.0,0.0,nissan,3.0,7020.0
22693-EY00A,Датчик кислородный,0.0,0.0,nissan,1.0,14805.0
226A0-8U300,Датчик кислородный,0.0,0.0,nissan,2.0,3600.0
226A0-EA210,Датчик кислородный,0.0,0.0,nissan,1.0,3600.0
226A0-EN21A,Датчик кислородный,0.0,0.0,nissan,2.0,6975.0
23115-6A0A1,Клипса,0.0,0.0,nissan,6.0,81.0
23135-59E10,Щётки генератора/ 1шт.,0.0,0.0,nissan,4.0,828.0
23319-M8011,Втулка стартера бронзовая,0.0,0.0,nissan,5.0,351.0
23338-97E00,Втулка стартера,0.0,0.0,nissan,2.0,477.0
23378-EB300,Щёточный узел стартера,0.0,0.0,nissan,1.0,2160.0
23378-ED000,Щёточный узел стартера,0.0,0.0,nissan,1.0,3915.0
23378-EN20C,Щёточный узел стартера,0.0,0.0,nissan,3.0,2880.0
23379-1P100,Щётки стартера/ 1 шт.,0.0,0.0,nissan,1.0,180.0
23380-JK20A,Щётки стартера/ 1/2,0.0,0.0,nissan,1.0,1170.0
23731-1KT0A,Датчик положения коленвала,0.0,0.0,nissan,4.0,3015.0
23731-1VA0A,Датчик положения коленвала,0.0,0.0,nissan,3.0,4230.0
23731-3LM1B,Датчик положения распредвала,0.0,0.0,nissan,4.0,4500.0
23731-4M506,Датчик положения коленвала,0.0,0.0,nissan,3.0,3150.0
23731-4M50D,Датчик положения коленвала/распредвала (23731-4M50B),0.0,0.0,nissan,54.0,2925.0
23731-6J90E,Датчик положения коленвала/распредвала,0.0,0.0,nissan,6.0,4860.0
23731-AD200,Датчик положения коленвала,0.0,0.0,nissan,2.0,5535.0
23731-AL61A,Датчик положения распредвала №2,0.0,0.0,nissan,1.0,6120.0
23731-EC00A,Датчик положения коленвала,0.0,0.0,nissan,3.0,3690.0
23731-EC01A,Датчик положения распредвала,0.0,0.0,nissan,1.0,1935.0
23731-EС00B,Датчик положения коленвала,0.0,0.0,nissan,1.0,2925.0
23731-JK00B,Датчик положения коленвала,0.0,0.0,nissan,1.0,9225.0
23731-WD000,Датчик положения коленвала,0.0,0.0,nissan,3.0,2385.0
23781-4M50A,Клапан холостого хода,0.0,0.0,nissan,1.0,10350.0
23796-EA20A,Клапан изменения фаз газораспределения,0.0,0.0,nissan,1.0,10665.0
23796-EA20B,Клапан изменения фаз газораспределения,0.0,0.0,nissan,2.0,6750.0
25070-0Y710,Датчик давления масла (на стрелку),0.0,0.0,nissan,5.0,10755.0
25070-1MC0A,Датчик давления масла,0.0,0.0,nissan,3.0,4320.0
25070-CD00A,Датчик давления масла,0.0,0.0,nissan,1.0,5445.0
25080-89900,Датчик температуры ОЖ на стрелку,0.0,0.0,nissan,1.0,900.0
25080-89903,Датчик температуры ОЖ на стрелку,0.0,0.0,nissan,5.0,2385.0
25080-89907,Датчик температуры ОЖ на стрелку,0.0,0.0,nissan,8.0,1800.0
25401-32R00,Блок управления стеклоподъемниками FR RH Y10   25401-32R00,0.0,0.0,nissan,2.0,4500.0
25977-0W801,Датчик положения коленвала R50,0.0,0.0,nissan,2.0,7335.0
25977-VC101,Датчик положения коленвала,0.0,0.0,nissan,4.0,5985.0
25977-VE000,Датчик положения коленвала,0.0,0.0,nissan,11.0,9495.0
27150-ED70A,Резистор мотора отопителя,0.0,0.0,nissan,2.0,3600.0
27277-1HD0B,Фильтр салонный,0.0,0.0,nissan,2.0,1485.0
27277-EN000,Фильтр салонный,0.0,0.0,nissan,2.0,990.0
27559-AX000,Ручка регулятора температуры в салоне,0.0,0.0,nissan,1.0,108.0
27568-AA015,Заглушка,0.0,0.0,nissan,1.0,477.0
27891-3NL0A,Фильтр салонный,0.0,0.0,nissan,5.0,1485.0
27891-AX01A,Фильтр салонный,0.0,0.0,nissan,3.0,1710.0
27891-BM401KE,Фильтр салонный,0.0,0.0,nissan,1.0,1350.0
27891-ED50A,Фильтр салонный,0.0,0.0,nissan,1.0,1215.0
28070-EQ10A,Кронштейн LH,0.0,0.0,nissan,1.0,135.0
30100-ED80B,Диск сцепления,0.0,0.0,nissan,1.0,6390.0
30100-JS10A,Диск сцепления,0.0,0.0,nissan,1.0,10440.0
30502-1W720,Подшипник выжимной,0.0,0.0,nissan,5.0,2790.0
30514-01T0A,Пружина выжимного подшипника,0.0,0.0,nissan,4.0,207.0
30531-0W800,Вилка сцепления,0.0,0.0,nissan,3.0,3330.0
30534-0T000,Пружина выжимного подшипника,0.0,0.0,nissan,1.0,171.0
30542-01J00,Пыльник вилки сцепления,0.0,0.0,nissan,11.0,738.0
30542-02N10,Пыльник вилки сцепления,0.0,0.0,nissan,1.0,1260.0
30610-01J64,Главный цилиндр сцепления Y60,0.0,0.0,nissan,5.0,7245.0
30610-2S60A,Главный цилиндр сцепления,0.0,0.0,nissan,1.0,3555.0
30610-35J05,Главный цилиндр сцепления TERRANO YD21 VG30,0.0,0.0,nissan,1.0,4905.0
30610-5T000,Цилиндр сцепления главный,0.0,0.0,nissan,2.0,6795.0
30610-VB00A,Главный цилиндр сцепления Y61,0.0,0.0,nissan,1.0,6435.0
30611-01J85,Р/к главного цилиндра сцепления,0.0,0.0,nissan,1.0,1665.0
30611-VB027,Р/к главного цилиндра сцепления,0.0,0.0,nissan,2.0,1665.0
30615-35J11,Р/к главного цилиндра сцепления,0.0,0.0,nissan,2.0,1485.0
30620-VB00A,Рабочий цилиндр сцепления,0.0,0.0,nissan,1.0,3825.0
30621-69F29,Р/к рабочего цилиндра сцепления (двойной манжет),0.0,0.0,nissan,3.0,1395.0
31344-4A0A0,Сальник гидротрансформатора АКПП (под бублик),0.0,0.0,nissan,1.0,945.0
31375-1XF00,Сальник гидромуфты CVT RH,0.0,0.0,nissan,13.0,549.0
31375-1XF0B,Сальник масляного насоса акпп,0.0,0.0,nissan,10.0,450.0
31375-31X03,Сальник гидротрансформатора АКПП (под бублик),0.0,0.0,nissan,1.0,378.0
31375-3JX1A,Сальник гидротрансформатора АКПП (под бублик),0.0,0.0,nissan,11.0,297.0
31375-41X00,Сальник селектора АКПП в автомате,0.0,0.0,nissan,1.0,189.0
31375-41X06,Сальник хвостовика автомата,0.0,0.0,nissan,3.0,558.0
31375-4AX02,Сальник гидротрансформатора АКПП (под бублик),0.0,0.0,nissan,2.0,531.0
31375-80X01,Сальник гидротрансформатора АКПП (под бублик),0.0,0.0,nissan,15.0,531.0
31375-8E002,Сальник гидротрансформатора АКПП (под бублик),0.0,0.0,nissan,3.0,522.0
31375-90X0B,Сальник вала управления АКПП,0.0,0.0,nissan,6.0,324.0
31397-1XB0B,Прокладка поддона АТМ/CVT,0.0,0.0,nissan,8.0,2520.0
31397-1XE0A,Прокладка поддона АТМ/CVT,0.0,0.0,nissan,2.0,2250.0
31397-31X02,Прокладка поддона АТМ/CVT,0.0,0.0,nissan,22.0,1215.0
31397-41X04,Прокладка поддона АТМ/CVT,0.0,0.0,nissan,2.0,1890.0
31397-41X05,Прокладка поддона АТМ/CVT,0.0,0.0,nissan,4.0,1710.0
31397-5P000,Прокладка поддона АТМ/CVT,0.0,0.0,nissan,1.0,1575.0
31397-80X01,Прокладка поддона АТМ/CVT,0.0,0.0,nissan,4.0,2340.0
31397-90X0A,Прокладка поддона АТМ/CVT,0.0,0.0,nissan,4.0,2295.0
31526-1XG0A,Кольцо уплотнительное,0.0,0.0,nissan,8.0,198.0
31526-41X07,Кольцо уплотнительное фильтра АКПП,0.0,0.0,nissan,2.0,117.0
31526-80X01,Кольцо уплотнительное АКПП,0.0,0.0,nissan,3.0,315.0
31532-60X03,Диск фрикционный,0.0,0.0,nissan,3.0,1215.0
31726-1XA03,Фильтр маслоохладителя АКПП (бочонок в корпусе),0.0,0.0,nissan,8.0,2520.0
31726-1XE0A,Фильтр АКПП (трубки в стороны),0.0,0.0,nissan,12.0,7065.0
31726-1XF00,Фильтр маслоохладителя АКПП (бочонок),0.0,0.0,nissan,6.0,756.0
31726-6A0A3,Фильтр коробки автоматической,0.0,0.0,nissan,1.0,4455.0
31728-1XF02,Фильтр АКПП,0.0,0.0,nissan,7.0,3240.0
31728-1XF03,Фильтр АКПП,0.0,0.0,nissan,3.0,2700.0
31728-1XF0A,Фильтр АКПП,0.0,0.0,nissan,1.0,2520.0
31728-31X01,Фильтр коробки автоматической AVENIR W11,0.0,0.0,nissan,3.0,3015.0
31728-3JX0C,"Фильтр АКПП QASHQAI 1,2 / 1,6 06- / MARCH 11- / NOTE 12-",0.0,0.0,nissan,10.0,3195.0
31728-3ZX0A,Фильтр АКПП,0.0,0.0,nissan,9.0,5040.0
31935-1XF01,Датчик скорости,0.0,0.0,nissan,1.0,7245.0
31947-8E002,Сервопривод управления вариатором (шаговый мотор вариатора),0.0,0.0,nissan,3.0,18045.0
32005-21U1B,Датчик включения заднего хода,0.0,0.0,nissan,7.0,1665.0
32112-MB90A,Сальник первичного вала кпп,0.0,0.0,nissan,2.0,3330.0
32113-8H500,Сальник первичного вала МКПП,0.0,0.0,nissan,4.0,315.0
32113-CD70A,Сальник первичного вала МКПП,0.0,0.0,nissan,3.0,396.0
32113-M8000,Сальник первичного вала МКПП,0.0,0.0,nissan,4.0,315.0
32114-Y4000,Сальник первичного вала МКПП,0.0,0.0,nissan,4.0,387.0
32136-01J00,Сальник хвостовика LH АКПП NISSAN PATROL / SAFARI Y60 / Y61,0.0,0.0,nissan,4.0,594.0
32136-02T00,Сальник хвостовика NISSAN ATLAS / CONDOR H40 / 41,0.0,0.0,nissan,6.0,810.0
32136-CD70B,Сальник хвостовика коробки,0.0,0.0,nissan,2.0,324.0
32136-J6500,Сальник хвостовика МКПП,0.0,0.0,nissan,23.0,522.0
32136-U010A,Сальник хвостовика раздатки,0.0,0.0,nissan,28.0,720.0
32175-Z5000,Сальник кулисы МКПП,0.0,0.0,nissan,3.0,144.0
32202-B950A,Втулка маховика бронзовая,0.0,0.0,nissan,18.0,306.0
32319-N4860,Подшипник,0.0,0.0,nissan,8.0,1080.0
32351-V5012,Подшипник игольчатый MTM,0.0,0.0,nissan,2.0,378.0
32703-N9018,Шестерня привода спидометра,0.0,0.0,nissan,6.0,1035.0
32709-58S00,Сальник привода спидометра,0.0,0.0,nissan,1.0,171.0
32858-03E00,Сальник штока коробки передач,0.0,0.0,nissan,1.0,432.0
33111-1KD0A,Сальник раздатки LH Juke F15 MR16DD,0.0,0.0,nissan,3.0,990.0
33111-1LA0A,Сальник раздатки RH,0.0,0.0,nissan,1.0,1485.0
33111-31X00,Сальник,0.0,0.0,nissan,3.0,432.0
33111-7S110,Сальник раздатки передний (к автомату),0.0,0.0,nissan,5.0,873.0
33111-AD30A,Сальник хвостовика,0.0,0.0,nissan,15.0,1035.0
33111-JD60A,Сальник раздатки,0.0,0.0,nissan,1.0,639.0
33111-VV20A,Сальник,0.0,0.0,nissan,6.0,630.0
33111-ZD30A,Сальник раздатки,0.0,0.0,nissan,4.0,585.0
33114-4BA0A,Сальник раздаточной коробки,0.0,0.0,nissan,2.0,1125.0
33114-89TA0,Сальник LH,0.0,0.0,nissan,1.0,2790.0
33114-AD300,Сальник привода правый внутренний двойной,0.0,0.0,nissan,11.0,990.0
33139-05U00,Подшипник коробки передач,0.0,0.0,nissan,1.0,486.0
33140-1LA0A,Сальник хвостовика раздатки,0.0,0.0,nissan,1.0,1485.0
33140-7S110,Сальник,0.0,0.0,nissan,4.0,1305.0
33140-AT31A,Сальник LH,0.0,0.0,nissan,3.0,1575.0
33142-01J10,Сальник раздатки задний ATLAS F23 / PATROL / SAFARI Y60,0.0,0.0,nissan,9.0,1845.0
33142-27C00,Сальник без насечек,0.0,0.0,nissan,2.0,756.0
33142-4BA0A,Сальник раздаточной коробки,0.0,0.0,nissan,1.0,1575.0
33142-4N200,Сальник RH,0.0,0.0,nissan,9.0,1485.0
33142-5V200,Сальник привода правый,0.0,0.0,nissan,2.0,1440.0
33142-AD300,Сальник RH,0.0,0.0,nissan,5.0,1845.0
33152-01J00,Цепь раздатки F23/H41/Y60/Y61,0.0,0.0,nissan,1.0,47340.0
33216-1LA0A,Сальник раздатки,0.0,0.0,nissan,2.0,1395.0
33216-33G01,Сальник,0.0,0.0,nissan,13.0,990.0
33216-7S11C,Сальник,0.0,0.0,nissan,4.0,405.0
35129-6403P,Втулка рессоры,0.0,0.0,nissan,67.0,333.0
36100-2T002,Рукоятка ручного тормоза(в салоне),0.0,0.0,nissan,1.0,1710.0
36400-32G12,Трос стояночного тормоза D21,0.0,0.0,nissan,1.0,17595.0
36530-20N00,Трос стояночного тормоза WE24 RH,0.0,0.0,nissan,3.0,3780.0
36530-VG21C,Трос стояночного тормоза RH,0.0,0.0,nissan,2.0,7740.0
36531-20N00,Трос стояночного тормоза WE24 LH,0.0,0.0,nissan,3.0,3285.0
36531-VG21D,Трос стояночного тормоза LH,0.0,0.0,nissan,2.0,13545.0
37125-01GX5,Крестовина,0.0,0.0,nissan,4.0,1575.0
37125-01JX5,Крестовина (внутренний пыльник),0.0,0.0,nissan,6.0,4095.0
37125-2X801,Крестовина,0.0,0.0,nissan,2.0,10215.0
37125-VB9X5,Крестовина,0.0,0.0,nissan,6.0,2520.0
38120-4N500,Подшипник раздатки,0.0,0.0,nissan,2.0,1890.0
38189-1KD0A,Сальник хвостовика заднего моста RH,0.0,0.0,nissan,2.0,828.0
38189-1LB0A,Сальник хвостовика,0.0,0.0,nissan,1.0,477.0
38189-1LB0C,Сальник хвостовика переднего дифференциала NISSAN PATROL Y62 VK56 10,0.0,0.0,nissan,4.0,540.0
38189-21G17,Сальник LH,0.0,0.0,nissan,3.0,702.0
38189-4BA0A,Сальник хвостовика редуктора,0.0,0.0,nissan,5.0,945.0
38189-4N20A,Сальник хвостовика раздатки,0.0,0.0,nissan,1.0,873.0
38189-4N500,Сальник хвостовика заднего редуктора,0.0,0.0,nissan,6.0,657.0
38189-7S000,Сальник хвостовика заднего дифференциала,0.0,0.0,nissan,7.0,1980.0
38189-AR00A,Сальник хвостовика переднего редуктора LH,0.0,0.0,nissan,3.0,1080.0
38189-C7122,Сальник,0.0,0.0,nissan,5.0,774.0
38189-C7123,Сальник,0.0,0.0,nissan,11.0,756.0
38189-CA01A,Сальник хвостовика заднего редуктора внутр X-TRAIL T31 / QASHQAI J10,0.0,0.0,nissan,2.0,630.0
38189-CV20A,Сальник хвостовик раздатки,0.0,0.0,nissan,4.0,819.0
38189-J2012,Сальник RH,0.0,0.0,nissan,2.0,945.0
38189-N3112,Сальник,0.0,0.0,nissan,7.0,1575.0
38189-P0117,Сальник,0.0,0.0,nissan,3.0,603.0
38189-T8012,Сальник RH,0.0,0.0,nissan,6.0,423.0
38189-U301A,Сальник хвостовика заднего моста RH,0.0,0.0,nissan,1.0,495.0
38342-00Q0E,Сальник привода RH,0.0,0.0,nissan,2.0,756.0
38342-01G00,Сальник,0.0,0.0,nissan,3.0,990.0
38342-03V01,"Сальник заднего редуктора LH, RH",0.0,0.0,nissan,2.0,873.0
38342-06R01,Сальник привода,0.0,0.0,nissan,9.0,945.0
38342-1KD0B,Сальник заднего редуктора,0.0,0.0,nissan,4.0,324.0
38342-1LB1C,Сальник переднего привода правый,0.0,0.0,nissan,2.0,495.0
38342-1LH1C,Сальник переднего привода правый,0.0,0.0,nissan,3.0,729.0
38342-1XK0A,"Сальник LH, RH",0.0,0.0,nissan,5.0,621.0
38342-3VX0A,Сальник,0.0,0.0,nissan,16.0,828.0
38342-3WX0A,Сальник привода левый,0.0,0.0,nissan,2.0,945.0
38342-40P00,Сальник задней полуоси,0.0,0.0,nissan,5.0,630.0
38342-80X00,Сальник LH,0.0,0.0,nissan,6.0,486.0
38342-81X01,Сальник привода правый,0.0,0.0,nissan,5.0,990.0
38342-8E000,Сальник дифференциала,0.0,0.0,nissan,15.0,675.0
38342-8E001,Сальник переднего правого привода,0.0,0.0,nissan,12.0,990.0
38342-8H500,"Сальник привода, левый",0.0,0.0,nissan,23.0,990.0
38342-M8001,Сальник,0.0,0.0,nissan,3.0,684.0
38342-P9010,Сальник привода,0.0,0.0,nissan,5.0,666.0
38440-4N200,Подшипник дифференциала FR Murano Z51 / X-Trail / Primera / Wingroad / AD,0.0,0.0,nissan,4.0,3510.0
39253-01J00,Кольцо ступицы проставочное T-1.1,0.0,0.0,nissan,2.0,297.0
39741-2U626,Пыльник привода трипоидный,0.0,0.0,nissan,1.0,1890.0
39741-7Y027,Пыльник привода трипоидный,0.0,0.0,nissan,1.0,3330.0
39741-EG025,Пыльник привода FX35/FX37/FX50,0.0,0.0,nissan,5.0,4185.0
39774-5Y70E,Подшипник привода Z50 MURANO,0.0,0.0,nissan,1.0,4815.0
39774-EN00E,Подшипник подвесной привода,0.0,0.0,nissan,3.0,4995.0
40010-VB200,Кулак поворотный PATROL(GR) (Y61) RH,0.0,0.0,nissan,2.0,22995.0
40011-VB200,Кулак поворотный PATROL(GR) (Y61) LH,0.0,0.0,nissan,2.0,16425.0
40038-AL500,Болт,0.0,0.0,nissan,1.0,36.0
40040-01J00,Заглушка кулака поворотного,0.0,0.0,nissan,40.0,1080.0
40110-01G27,Шаровая опора верхняя,0.0,0.0,nissan,10.0,5220.0
40110-VC000,Сайлентблок плавающий,0.0,0.0,nissan,4.0,5760.0
40142-01G00,Пыльник опоры шаровой,0.0,0.0,nissan,5.0,585.0
40160-93G25,Шаровая опора нижняя,0.0,0.0,nissan,1.0,5895.0
40178-AX06C,Болт,0.0,0.0,nissan,8.0,261.0
40192-W1001,Пыльник опоры шаровой,0.0,0.0,nissan,1.0,324.0
40202-1LA2A,Подшипник,0.0,0.0,nissan,1.0,46665.0
40202-24U00,Подшипник,0.0,0.0,nissan,1.0,10080.0
40202-4M405,Подшипник WINGROAD/AD,0.0,0.0,nissan,2.0,2430.0
40202-7S100,Подшипник ступицы ARMADA,0.0,0.0,nissan,2.0,19890.0
40202-EJ70B,Подшипник FX35/FX45,0.0,0.0,nissan,7.0,20250.0
40202-JG01B,Ступичный узел,0.0,0.0,nissan,1.0,13275.0
40206-1LB0A,Диск тормозной передний,0.0,0.0,nissan,2.0,13995.0
40206-1LB1A,Диск тормозной передний,0.0,0.0,nissan,3.0,13410.0
40206-4A00L,Диск тормозной передний,0.0,0.0,nissan,2.0,16470.0
40206-4KJ1B,Диск тормозной передний,0.0,0.0,nissan,2.0,13500.0
40206-C7000,Диск тормозной,0.0,0.0,nissan,1.0,4590.0
40210-1HA1A,Подшипник ступичный (ABS),0.0,0.0,nissan,2.0,4680.0
